name,date,website,location,run_info
Seelbach-Schwarzwald-Sonnwendlauf,24.06.2022,www.sonnwendlauf-seelbach.de,"77960 Seelbach, Ludwig-Auerbach Straße 2 (Sporthalle Seelbach)","[['10 km', 'ab 17.00 Uhr', '5,00 Euro'], ['2 km', 'ab 17.00 Uhr', '3,00 Euro'], ['0,7 km', 'ab 17.00 Uhr', '3,00 Euro'], ['0,333 km', 'ab 17.00 Uhr', '3,00 Euro']]"
CityRun Weiz,24.06.2022,cityrun-weiz.at,"AT 8160 Weiz, Hauptplatz 12","[['10 km', '20.00 Uhr', '20,00 Euro'], ['4 km', '20.00 Uhr', '20,00 Euro'], ['2,1 km', '18.30 Uhr', '8,00 Euro'], ['1,4 km', '18.15 Uhr', '8,00 Euro'], ['0,7 km', '17.45 Uhr', '8,00 Euro']]"
Firmenlauf Saarbrücken,24.06.2022,www.firmenlauf-sb.de,"66111 Saarbrücken, Schillerplatz 1 (Staatstheater)","[['5,3 km', '18.00 Uhr', '16,00 Euro zzgl. MwSt.']]"
Bietigheimer Fackellauf,24.06.2022,www.fackellauf.info,"74321 Bietigheim-Bissingen, Höpfigheimer Straße 19 (Start/Ziel Parkplatz der Fa. Olymp)","[['10 km', '22.00 Uhr', '15,00 Euro']]"
Sandhofer Straßenlauf Mannheim,24.06.2022,www.sandhofer-strassenlauf.de,"68307 Mannheim, Kalthorststraße 44","[['10 km', '15.30 Uhr', '11,00 Euro'], ['5 km', '14.30 Uhr', '9,00 Euro'], ['1,4 km', '14.00 Uhr', '5,00 Euro'], ['0,5 km', '13.30 Uhr', '5,00 Euro']]"
Braunschweiger Nachtlauf,24.06.2022,www.nachtlauf-bs.de,"38100 Braunschweig, Bohlweg  (Innenstadt)","[['10 km', '', '15,00 Euro'], ['6 km', '', '15,00 Euro'], ['3 km', '', '15,00 Euro'], ['3 km', '', '8,00 Euro (Kinder)'], ['0,6 km', '', '5,50 Euro']]"
Stadtlauf Lebach,24.06.2022,www.tv-lebach.de,"66822 Lebach, Poststraße ","[['10 km', '18.00 Uhr', '8,00 Euro'], ['km 5', '17.30 Uhr', '5,00 Euro'], ['0,5 km', '17.00 Uhr', '0,00 Euro']]"
B2RUN Firmenlauf Koblenz,24.06.2022,www.b2run.de,"56068 Koblenz, Konrad-Adenauer-Ufer  (Deutsches Eck)","[['5 km', 'ab 17.00 Uhr', '20,90 - 25,90 Euro']]"
Mittsommer-Lauf Düsseldorf,25.06.2022,mittsommer-lauf.de/duesseldorf/,"40721 Düsseldorf, Schalbruch 210 (Vabali)","[['10 km', '5.18 Uhr', '29,00 - 34,50 Euro'], ['5,5 km', '5.18 Uhr', '29,00 - 34,50 Euro']]"
Run and Bike-Night Coburg,25.06.2022,www.runandbike-night.de,"96450 Coburg, Hirtengasse  (Sportgelände TSV Scheuerfeld)","[['42,195 km Laufen', '17.00 Uhr', ''], ['42,2 km Radfahren'], ['21,1 km Laufen', '18.00 Uhr', ''], ['21 km Radfahren'], ['8 km Laufen', '17.00 Uhr', ''], ['8 km Radfahren']]"
Inklusionslauf Berlin,25.06.2022,www.inklusionslauf.de,"12099 Berlin, Tempelhofer Damm 162 (Tempelhofer Feld )","[['10 km', '12.35 Uhr', '15,00 Euro'], ['5 km', '12.35 Uhr', '15,00 Euro'], ['2,5 km', '11.30 Uhr', '10,00 Euro'], ['1 km', '11.30 Uhr', '10,00 Euro'], ['0,3 km Bambinilauf', '10.15 Uhr', '3,00 Euro'], ['4 x 0,4 km Staffel', 'ab 10.30 Uhr', '7,50 Euro je Starter']]"
Run & Fun Tuttlingen,25.06.2022,www.runundfun.de,"78532 Tuttlingen, Stuttgarter Straße  (Festplatz)","[['5 km', '16.00 Uhr', '25.06.2022', 'ab 13,00 Euro'], ['10 km', '17.15 Uhr', '25.06.2022', 'ab 13,00 Euro'], ['42,195 km', '8.00 Uhr', '26.06.2022', 'ab 29,00 Euro'], ['42,195 km 4er-Staffel-Marathon', '8.15 Uhr', '26.06.2022', 'ab 85,00 Euro'], ['21,1  km 4er-Firmenstaffel', '8.25 Uhr', '26.06.2022', 'ab 60,00 Euro'], ['21,1 km', '9.25 Uhr', '26.06.2022', 'ab 20,00 Euro']]"
Altstadtlauf Wangen,25.06.2022,www.mtg-wangen.de,"88239 Wangen, Marktplatz ","[['5,59 km', '17.45 Uhr', '10,00 Euro'], ['1 km', '15.40 Uhr', '6,00 Euro'], ['0,9 km', '15.20 Uhr', '6,00 Euro'], ['0,45 km', '15.00 Uhr', '6,00 Euro']]"
Wolkersdorfer Schlossparklauf,25.06.2022,www.schlossparklauf.at,"AT  2120 Wolkersdorf im Weinviertel, Schlossplatz 2","[['10 km', '18.00 Uhr', '13,00 - 16,00 Euro'], ['5 km', '17.00 Uhr', '10,00 - 13,00 Euro'], ['3 x 5 km Teamlauf', '17.00 Uhr', '8,00 - 11,00 Euro'], ['0,4 km/ 0,75 km/ 1,5 km Laufen', '15.45 Uhr/ 16.00 Uhr/ 16.15 Uhr', '2,00 - 5,00 Euro'], ['Knirpse-/ Kinder-/ Schülerlauf km Radfahren']]"
Möhnesee-Pokal-Lauf,25.06.2022,www.lg-deiringsen.de,"59519 Möhnesee-Günne, Zur Hude 9 (Heinrich-Lübke-Haus (KAB-Heim))","[['30 km', '13.00 Uhr', '11,00 Euro'], ['15 km', '14.00 Uhr', '9,00 Euro'], ['5 km', '13.15 Uhr', '8,00 Euro']]"
Citylauf Leonberg,25.06.2022,www.citylauf-leonberg.de,"71229 Leonberg, Steinstraße  (Sportzentrum, Hallenbad)","[['10 km', '', '10,00 Euro'], ['5 km', '', '10,00 Euro']]"
Metropolmarathon Fürth,25.06.2022,www.metropolmarathon.de,"90762 Fürth, Fürther Freiheit/Gustav-Schickedanz-Straße ","[['0,33/0,5/0,8/1,6 km Kids- und Teens-Marathon', 'ab 11.00 Uhr', '25.06.2022', '8,00 Euro'], ['3 km Hobbylauf', '14.00 Uhr', '25.06.2022', '8,00 - 10,00 Euro'], ['42,195 km', '8.45 Uhr', '26.06.2022', '33,33 - 65,00 Euro'], ['42,195 km Staffel', '9.30 Uhr', '26.06.2022', '99,00 - 140,00 Euro'], ['31,646 km 3/4-Marathon', '8.45 Uhr', '26.06.2022', '31,00 - 55,00 Euro'], ['21,1 km', '8.45 Uhr', '26.06.2022', '29,00 - 45,00 Euro'], ['10 km Volkslauf', '9.30 Uhr', '26.06.2022', '18,00 - 25,00 Euro']]"
Europalauf Hennef,25.06.2022,www.europalauf.eu,"53773 Hennef, Frankfurter Straße 97","[['21,1 km', '15.00 Uhr', '18,00 Euro'], ['10 km', '16.00 Uhr', '12,00 Euro'], ['3,3 km', '15.05 Uhr', '5,00 Euro'], ['1,1 km', '15.40 Uhr', '3,00 Euro']]"
Inklusionslauf Berlin,25.06.2022,www.inklusionslauf.de,"12099 Berlin, Tempelhofer Damm 162 (Tempelhofer Feld )","[['10 km', '12.35 Uhr', '15,00 Euro'], ['5 km', '12.35 Uhr', '15,00 Euro'], ['2,5 km', '11.30 Uhr', '10,00 Euro'], ['1 km', '11.30 Uhr', '10,00 Euro'], ['0,3 km Bambinilauf', '10.15 Uhr', '3,00 Euro'], ['4 x 0,4 km Staffel', 'ab 10.30 Uhr', '7,50 Euro je Starter']]"
Metropolmarathon Fürth,25.06.2022,www.metropolmarathon.de,"90762 Fürth, Fürther Freiheit/Gustav-Schickedanz-Straße ","[['0,33/0,5/0,8/1,6 km Kids- und Teens-Marathon', 'ab 11.00 Uhr', '25.06.2022', '8,00 Euro'], ['3 km Hobbylauf', '14.00 Uhr', '25.06.2022', '8,00 - 10,00 Euro'], ['42,195 km', '8.45 Uhr', '26.06.2022', '33,33 - 65,00 Euro'], ['42,195 km Staffel', '9.30 Uhr', '26.06.2022', '99,00 - 140,00 Euro'], ['31,646 km 3/4-Marathon', '8.45 Uhr', '26.06.2022', '31,00 - 55,00 Euro'], ['21,1 km', '8.45 Uhr', '26.06.2022', '29,00 - 45,00 Euro'], ['10 km Volkslauf', '9.30 Uhr', '26.06.2022', '18,00 - 25,00 Euro']]"
Run & Fun Tuttlingen,25.06.2022,www.runundfun.de,"78532 Tuttlingen, Stuttgarter Straße  (Festplatz)","[['5 km', '16.00 Uhr', '25.06.2022', 'ab 13,00 Euro'], ['10 km', '17.15 Uhr', '25.06.2022', 'ab 13,00 Euro'], ['42,195 km', '8.00 Uhr', '26.06.2022', 'ab 29,00 Euro'], ['42,195 km 4er-Staffel-Marathon', '8.15 Uhr', '26.06.2022', 'ab 85,00 Euro'], ['21,1  km 4er-Firmenstaffel', '8.25 Uhr', '26.06.2022', 'ab 60,00 Euro'], ['21,1 km', '9.25 Uhr', '26.06.2022', 'ab 20,00 Euro']]"
Hella Hamburg Halbmarathon,26.06.2022,www.hamburg-halbmarathon.de,"20359 Hamburg, Reeperbahn  (U-Bahn St. Pauli)","[['21,1 km', '10.00 Uhr', '39,00 - 62,00 Euro']]"
Chamer Stadtlauf,26.06.2022,www.asv-cham.de,"93413 Cham, Further Str. 13","[['21,1 km', '9.17 Uhr', '15,00 Euro'], ['7,3 km Stadtlauf', '9.25 Uhr', '8,00 Euro'], ['2,2 km Jugend', '9.05 Uhr', '4,00 Euro'], ['1,7 km Jugend', '8.45 Uhr', '4,00 Euro'], ['1,1 km Kinder', '9.30 Uhr', '3,00 Euro'], ['0,15 km Zwergerl', '', '']]"
Run & Fun Tuttlingen,25.06.2022,www.runundfun.de,"78532 Tuttlingen, Stuttgarter Straße  (Festplatz)","[['5 km', '16.00 Uhr', '25.06.2022', 'ab 13,00 Euro'], ['10 km', '17.15 Uhr', '25.06.2022', 'ab 13,00 Euro'], ['42,195 km', '8.00 Uhr', '26.06.2022', 'ab 29,00 Euro'], ['42,195 km 4er-Staffel-Marathon', '8.15 Uhr', '26.06.2022', 'ab 85,00 Euro'], ['21,1  km 4er-Firmenstaffel', '8.25 Uhr', '26.06.2022', 'ab 60,00 Euro'], ['21,1 km', '9.25 Uhr', '26.06.2022', 'ab 20,00 Euro']]"
City-Lauf Kaiserslautern,26.06.2022,www.fck-running.de,"67655 Kaiserslautern, Fackelstraße  (Fußgängerzone Kaiserslautern)","[['5 km', '15.15 Uhr', '5,00 - 7,00 Euro'], ['3 km', '11.00 Uhr', '5,00 - 7,00 Euro'], ['2 km', '11.25 Uhr', '5,00 Euro'], ['1 km', '13.45 Uhr', '5,00 Euro'], ['0,45 km', '13.15 Uhr', '5,00 Euro']]"
Metropolmarathon Fürth,25.06.2022,www.metropolmarathon.de,"90762 Fürth, Fürther Freiheit/Gustav-Schickedanz-Straße ","[['0,33/0,5/0,8/1,6 km Kids- und Teens-Marathon', 'ab 11.00 Uhr', '25.06.2022', '8,00 Euro'], ['3 km Hobbylauf', '14.00 Uhr', '25.06.2022', '8,00 - 10,00 Euro'], ['42,195 km', '8.45 Uhr', '26.06.2022', '33,33 - 65,00 Euro'], ['42,195 km Staffel', '9.30 Uhr', '26.06.2022', '99,00 - 140,00 Euro'], ['31,646 km 3/4-Marathon', '8.45 Uhr', '26.06.2022', '31,00 - 55,00 Euro'], ['21,1 km', '8.45 Uhr', '26.06.2022', '29,00 - 45,00 Euro'], ['10 km Volkslauf', '9.30 Uhr', '26.06.2022', '18,00 - 25,00 Euro']]"
Vancouver-Halbmarathon,26.06.2022,canadarunningseries.com/vancouver-half/,CA BC-257-8530 Vancouver,"[['21,1 km', '7.30 Uhr', '100,00 CAD'], ['5 km', '9.30 Uhr', '55,00 CAD'], ['1 km', '', '30,00 CAD']]"
Crailsheimer Halbmarathon - Burgberglauf,26.06.2022,syntegon-burgberglauf.de,"74564 Crailsheim, Badwiesen 1 (Freibad)","[['21,1 km', '9.00 Uhr', '20,00 - 30,00 Euro (3er-Staffel 33,00 - 45,00 Euro)'], ['10,6 km', '9.30 Uhr', '14,00 - 22,00 Euro']]"
Marathon Wiesbaden,26.06.2022,www.wiesbaden-marathon.de,"65189 Wiesbaden, Kurhausplatz 1 (Bowling Green)","[['42,195 km', '12.00 Uhr', '55,00 - 72,00 Euro'], ['21,1 km', '12.00 Uhr', '31,00 - 42,00 Euro'], ['10 km', '12.15 Uhr', '19,00 - 32,00 Euro'], ['5 km', '12.25 Uhr', '15,00 - 24,00 Euro'], ['3 km Kinder/ Sportabzeichen', '10.30 Uhr', '3,00 - 5,00 Euro/ 11,00 - 13,00 Euro']]"
Halderner Volkslauf Rund ums Reeser-Meer,26.06.2022,www.halderner-volkslauf.de,"46459 Rees-Haldern, Weseler Landstraße  200 (Lindenstadion)","[['12 km', '9.30 Uhr', '12,00 Euro'], ['5 km Lebenshilfelauf/Nordic Walking', '11.30 Uhr/11.35 Uhr', '9,00 Euro'], ['0,4 km Bambinilauf', '12.30 Uhr', '3,00 Euro'], ['1 km Schülerlauf', '12.45 Uhr', '4,00 Euro'], ['2,5 km Schülerlauf', '13.00 Uhr', '5,00 Euro']]"
Mittsommer-Lauf Duisburg,26.06.2022,mittsommer-lauf.de/duisburg/,"47279 Duisburg, Kalkweg  262 (Freibad Wolfssee)","[['10 km', '5.17 Uhr', '29,50 - 34,50 Euro'], ['5 km', '5.17 Uhr', '29,50 - 34,50 Euro']]"
Grevesmühlener Stadtlauf,26.06.2022,www.stadtlauf-grevesmuehlen.de/index.php/ausschreibung,"23936 Grevesmühlen, Rathausplatz 1","[['10,9 km', '10.00 Uhr', '8,00 Euro'], ['6,6 km /auch Walking', '10.00 Uhr', '7,00 Euro'], ['1,1 km Kinderlauf', '9.30 Uhr', '0,00 Euro']]"
Neunkirchner Sommerlauf mit Lindelberg-Trail,26.06.2022,www.neunkirchner-sommerlauf.de,"91077 Neunkirchen am Brand, Schellenberger Weg 26 (Mittelschule)","[['10,2 km Trail', '9.40 Uhr', '15,00 Euro'], ['9,2 km Hauptlauf', '9.30 Uhr', '9,00 Euro'], ['4,6 km Hobbylauf', '9.30 Uhr', '6,00 Euro'], ['1 km Schülerlauf', '9.00 Uhr', '3,00 Euro']]"
Lindetwald-Trail Suben,26.06.2022,www.lindetwaldlauf.at,"AT 4975 Suben, Suben  30 (Sportzentrum)","[['21,1 km', '9.00 Uhr', '30,00 Euro'], ['7,5 km', '10.00 Uhr', '15,00 Euro']]"
Toscanalauf Gmunden,26.06.2022,www.toscanalauf-gmunden.at,"AT 4810 Gmunden, Rathausplatz 1","[['10 km', '9.00 Uhr', '15,00 - 30,00 Euro'], ['5 km', '9.00 Uhr', '15,00 - 30,00 Euro'], ['1,2  km Jugendlauf', 'ab 10.30 Uhr', '4,00 - 8,00 Euro'], ['0,6 km/ 0,8 km/ 1 km Kinderläufe', 'ab 10.30 Uhr', '4,00 - 8,00 Euro'], ['0,2 km/ 0,4 km Bambiniläufe', 'ab 10.30 Uhr', '4,00 - 8,00 Euro']]"
Calwer Hermann-Hesse-Lauf,29.06.2022,www.calwer-laeufe.de,"75378 Bad Liebenzell, Kurhausdamm 2-4 (An der Konzertmuschel)","[['10 km', '16.30 Uhr - 20.30 Uhr', '10,00 Euro'], ['5 km', '16.30 Uhr - 20.30 Uhr', '10,00 Euro']]"
Firmenlauf Bad Liebenzell,29.06.2022,www.calwer-laeufe.de,75378 Bad Liebenzell (Kurpark Bad Liebenzell),"[['5 km', 'ab 16.30 Uhr - 19.30 Uhr', '8,00 Euro']]"
GeraArcaden Firmenlauf,29.06.2022,www.geraer-firmenlauf.de,"07548 Gera, Heinrichstraße 30 (Innenstadt)","[['2,5 km', '18.00 Uhr', '60,00 - 80,00 Euro pro Team']]"
Berliner Firmenlauf,29.06.2022,www.berliner-firmenlauf.de,"10117 Berlin, Eberstraße 21 (Straße des 17. Juni)","[['5 km Läufer und Läuferinnen', 'ab 19.10 Uhr', 'ab 23,00 Euro']]"
B2RUN Firmenlauf Bremen,30.06.2022,www.b2run.de/run/de/de/bremen/index.html,"28205 Bremen, Franz-Böhmert-Str. 1 (Weser-Stadion)","[['6,3 km', 'ab 18.30 Uhr', '26,90 - 32,90 Euro']]"
Firmenlauf Balingen,30.06.2022,www.bw-running.de,72336 Balingen (Marktplatz),"[['5,8 km', '18.00 Uhr', '15,00 Euro']]"
Altona Lauftreff,02.06.2022,www.facebook.com/events/245275594459294/245275607792626/,"22765 Hamburg, Große Bergstraße 164","[['10 km oder 5 km', '19.00 Uhr', '02.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '16.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '30.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '14.07.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '28.07.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '11.08.2022', '0,00 Euro']]"
Bietigheimer Sommernachtslauf,01.07.2022,www.bietigheimer-sommernachtslauf.de,"74321 Bietigheim, Holzgartenstraße 28 (Viadukt)","[['10 km', '21.00 Uhr', '18,00 - 25,00 Euro']]"
Drevenacker Abendlauf,01.07.2022,abendlauf.tus-drevenack.de,"46569 Hünxe-Drevenack, Buschweg  (Sportplatz)","[['10 km', '19.30 Uhr', '8,00 Euro'], ['5 km', '18.30 Uhr', '8,00 Euro'], ['1 km', '18.00 Uhr', '3,00 Euro'], ['0,35 km', '17.45 Uhr', '2,00 Euro']]"
Nachtmarathon Marburg,01.07.2022,www.nachtmarathon.org,"35037 Marburg, Markt 1","[['42,195 km', '19.00 Uhr', '24,00 - 27,00 Euro'], ['42,195 km Staffel', '19.00 Uhr', '32,00 - 37,00 Euro'], ['21,1 km', '19.00 Uhr', '14,00 - 17,00 Euro']]"
Team-Marathon Michelstadt,01.07.2022,www.team-marathon-michelstadt.de,64720 Michelstadt (vor dem historischen Rathaus),"[['10,56 km', '18.00 Uhr', 'ab 12,00 Euro'], ['07,92 km', '18.00 Uhr', 'ab 12,00 Euro'], ['5,28 km', '18.00 Uhr', 'ab 12,00 Euro'], ['2,64 km', '18.00 Uhr', 'ab 12,00 Euro']]"
Rotenburger Strandfestlauf,01.07.2022,www.lcm-rotenburg.de/strandfestlauf/,"36199 Rotenburg a. d. Fulda, Breitenstraße  (Marktplatz Rotenburg)","[['10 km', '19.15 Uhr', '8,00 Euro'], ['10 km', '19.15 Uhr', '20,00 Euro'], ['5 km', '18.30 Uhr', '6,00 Euro'], ['5 km', '20.20 Uhr', '25,00 Euro'], ['1,3 km', '18.20 Uhr', '3,00 Euro'], ['0,65 km', '18.00 Uhr', '0,00 Euro']]"
Traunreuter Stadtlauf,01.07.2022,www.stadtlauf-traunreut.de,"83301 Traunreut, Rathausplatz 1 (Innenstadt)","[['7 km', '19.00 Uhr', '15,00 - 18,00 Euro'], ['5 x 0,83 km Schülerstaffel', 'ab 16.50 Uhr', '']]"
Rabensburger Schlosslauf,02.07.2022,www.weinviertlerlaufcup.at,"AT 2274 Rabensburg, Mühlgasse 190 (Sportplatz)","[['8,2 km', '18.30 Uhr', '12,00 Euro'], ['4,1 km', '18.30 Uhr', '12,00 Euro'], ['1,4 km', '17.00 Uhr', '3,00 Euro'], ['0,6 km', '16.30 Uhr', '3,00 Euro']]"
Altstadtlauf Reutlingen,02.07.2022,www.igl-reutlingen.de,"72762 Reutlingen, Kanzleistraße  (Marktplatz Reutlingen)","[['10 km', 'tba', '7,00 - 10,00 Euro'], ['5 km', 'tba', '7,00 - 10,00 Euro']]"
Gold Coast Airport-Marathon,02.07.2022,www.goldcoastmarathon.com.au,"AU QLD 4215 Southport, Gold Coast Hwy / Nerang St ","[['21,1 km', '6.00 Uhr', '02.07.2022', '145,00 AUD'], ['2 km', '9.25 Uhr', '02.07.2022', '30,00 AUD'], ['4 km', '9.40 Uhr', '02.07.2022', '30,00 AUD'], ['5 km', '10.10 Uhr', '02.07.2022', '70,00 AUD'], ['42,195 km', '6.00 Uhr', '03.07.2022', '180,00 - 200,00 AU$'], ['10 km', '6.30 Uhr', '03.07.2022', '90,00 AUD']]"
Self-Transcendence 2-Meilen-Lauf Heidelberg,04.06.2022,de.srichinmoyraces.org/self-transcendence-2-mile-race,"69120 Heidelberg, Neckarwiese/Theodor-Heuss-Brücke ","[['1,6 km/ 3,2 km', '8.30 Uhr', '04.06.2022', '2,00 Euro'], ['1,6 km/ 3,2 km', '8.30 Uhr', '18.06.2022', '2,00 Euro'], ['1,6 km/ 3,2 km', '8.30 Uhr', '02.07.2022', '2,00 Euro'], ['1,6 km/ 3,2 km', '8.30 Uhr', '23.07.2022', '2,00 Euro']]"
Schweriner Fünf-Seen-Lauf,02.07.2022,www.fuenf-seen-lauf.de,"19053 Schwerin, Schwimmende Wiese ","[['21,1 km', '10.45 Uhr', '23,00 - 34,00 Euro'], ['15 km', '10.00 Uhr', '19,00 - 30,00 Euro'], ['10 km', '9.30 Uhr', '16,00 - 28,00 Euro'], ['5 km', '11.10 Uhr', '10,00 - 20,00 Euro'], ['1,82 km', '8.45 Uhr', '4,00 Euro']]"
Sudenburg-Lauf Magdeburg,02.07.2022,www.sudenburglauf.de,"39112 Magdeburg, Halberstädter Straße  (Halberstädter Straße/ Ecke Heidestraße)","[['11 km', '11.00 Uhr', '9,00 Euro'], ['4,4 km', '10.00 Uhr', '9,00 Euro'], ['1 km', '9.30 Uhr', '1,00 Euro'], ['0,4 km', '9.00 Uhr', 'kostenlos']]"
Görsdorfer Wiesenlauf,02.07.2022,bbbikeandrunteam.wixsite.com/bbbikeandrunteam/infos,"15859 Storkow, Buscher Weg 4 (Görsdorf)","[['6 km', '10.45 uhr', '8,00 Euro'], ['14 km', '10.30 Uhr', '12,00 Euro']]"
Lindwurmlauf Scheinfeld,02.07.2022,www.tsvscheinfeld.de/abteilungen/leichtathletik/lindwurmlauf,"91443  Scheinfeld, Hauptstraße  (Marktplatz Scheinfeld)","[['8 km', '11.15 Uhr', '9,00 Euro'], ['4 km', '10.10 Uhr', '5,00 Euro'], ['1,2 km', '9.30 Uhr', '2,00 Euro'], ['0,2 km', '11.00 Uhr', '']]"
Frauenlauf Challenge Women Roth,02.07.2022,www.challenge-women.de,"91154 Roth, Otto-Schrimpff-Straße 14 (Triathlonpark Roth)","[['5 km', '10.15 Uhr', '30,00 - 40,00 Euro']]"
Volkslauf um die Taakener Ähren Reeßum,02.07.2022,www.sportvereintaaken.de,"27367 Reeßum, Schulstraße 5 (Festplatz an der Sporthalle)","[['10 km', '19.30 Uhr', ''], ['5 km', '18.40 Uhr', ''], ['2 km', '18.00 Uhr', '']]"
Dieburger Stadtlauf,02.07.2022,www.dieburger-stadtlauf.de,"64807 Dieburg, Markt 1","[['10 km', '17.30 Uhr', '8,00 - 13,00 Euro'], ['4 km', '16.50 Uhr', '6,00 - 10,00 Euro'], ['2 km', '16.30 Uhr', '4,50 - 6,00 Euro'], ['1,2 km', '16.10 Uhr', '4,50 - 6,00 Euro'], ['0,45 km', '16.00 Uhr', '3,50 - 5,00 Euro']]"
Himmelgeister Brückenlauf Düsseldorf,02.07.2022,www.himmelgeister-brueckenlauf.de,"40589 Düsseldorf, Steinkaul ","[['21,1 km', '8.00 Uhr', '18,00 Euro']]"
Bremer Brückenlauf,02.07.2022,www.bremer-brueckenlauf.de,"28207 Bremen, Hastedter Osterdeich 23","[['21,1 km', '18.00 Uhr', '22,00 - 50,00 Euro'], ['10 km', '18.30 Uhr', '12,00 - 40,00 Euro'], ['5 km', '18.15 Uhr', '7,50 - 30,00 Euro'], ['1 km Kidsrun', '17.40 Uhr', '3,00 - 10,00 Euro'], ['0,4 km Bambinilauf', '17.30 Uhr', '3,00 - 10,00 Euro']]"
Eselsburger Tallauf Herbrechtingen,03.07.2022,www.lauftreff-herbrechtingen.de,"89542 Herbrechtingen, Baumschulenweg  (Festplatz)","[['21,1 km', '9.00 Uhr', '14,00 Euro'], ['10 km', '9.00 Uhr', '10,00 Euro'], ['5,1 km', '9.00 Uhr', '6,00 Euro'], ['0,7 km', '8.50 Uhr', 'kostenlos']]"
Run MUC München,03.07.2022,www.sportscheck.com/event/run/run-muenchen/,"80539 München, Ludwigstraße/Theresienstraße ","[['21,1 km', '8.00 Uhr', '37,00 - 42,00 Euro'], ['10 km', '11.00 Uhr', '32,00 - 37,00 Euro'], ['5 km', '12.45 Uhr', '27,00 - 32,00 Euro'], ['2 km', '8.20 Uhr', '5,00 Euro']]"
Wilhelmsfelder Kerwelauf,03.07.2022,www.kerwelauf.de,69259 Wilhelmsfeld (Odenwaldhalle),"[['21,1 km', '9.00 Uhr', '12,00 Euro'], ['10 km', '9.10 Uhr', '8,00 Euro'], ['6,4 km', '9.15 Uhr', '8,00 Euro']]"
Gold Coast Airport-Marathon,02.07.2022,www.goldcoastmarathon.com.au,"AU QLD 4215 Southport, Gold Coast Hwy / Nerang St ","[['21,1 km', '6.00 Uhr', '02.07.2022', '145,00 AUD'], ['2 km', '9.25 Uhr', '02.07.2022', '30,00 AUD'], ['4 km', '9.40 Uhr', '02.07.2022', '30,00 AUD'], ['5 km', '10.10 Uhr', '02.07.2022', '70,00 AUD'], ['42,195 km', '6.00 Uhr', '03.07.2022', '180,00 - 200,00 AU$'], ['10 km', '6.30 Uhr', '03.07.2022', '90,00 AUD']]"
Staffelsee-Panoramalauf Murnau,03.07.2022,www.lgstaffelseemurnau.run,"82418 Murnau, Seestr.     25 (Murnauer Bucht)","[['10 km', '10.00 Uhr', '18,00 - 20,00 Euro']]"
Peachtree Road Race Atlanta,04.07.2022,www.peachtreeroadrace.org,"US GA 30326 Atlanta, 3393 Peachtree Rd  (Lenox Square Mall)","[['10 km', 'ab 6.30 Uhr', '45,00 USD (Lottery Registration)']]"
Firmenlauf Ingolstadt,07.07.2022,www.firmenlauf-ingolstadt.de,"85051 Ingolstadt, Brückenkopf  4 (Klenzepark)","[['5,5 km', '18.00 Uhr', '17,00 Euro zzgl. MwSt.']]"
Roruper Abendlauf Dülmen,08.07.2022,www.rorup.net/lauftreff,"48249 Dülmen, Birkenweg  (Sportplatz Rorup)","[['21,1 km', '19.00 Uhr', '8,00 Euro'], ['10 km Volkslauf', '19.10 Uhr', '6,00 Euro'], ['3 km Jogginglauf', '18.10 Uhr', '6,00 Euro'], ['1,5 km Schülerlauf', '17.50 Uhr', '3,00 Euro'], ['0,4 km Pamperslauf', '17.30 Uhr', '0,00 Euro']]"
Ludwigburger Citylauf,09.07.2022,www.ludwigsburger-citylauf.de,"71638  Ludwigsburg, Wilhelmstraße  (Rathaus)","[['10 km', '20.00 Uhr', '20,00 - 25,00 Euro'], ['10 km Teamstaffel', '20.00 Uhr', '18,00 - 23,00 Euro je Team-Starter'], ['2 km Schülerlauf/Jugendlauf', '17.30 Uhr/18.00 Uhr', '6,00 - 8,00 Euro'], ['1 km Handicaplauf/Schülerlauf', '16.50 Uhr/17.10 Uhr', '6,00 - 8,00 Euro'], ['0,25 km Bambinilauf', '16.30 Uhr', '5,00 Euro']]"
Bahnstadtlauf Heidelberg,09.07.2022,www.bahnstadtlauf.de,"69115 Heidelberg, Gadamaerplatz 1","[['10 km', '18.30 Uhr', '8,00 Euro'], ['5 km', '18.30 Uhr', '8,00 Euro'], ['2,2 km Schülerlauf', '18.00 Uhr', '4,00 Euro'], ['1,1 km Kinderlauf', '17.45 Uhr', '4,00 Euro']]"
Grünwalder Burglauf,10.07.2022,tsv-gruenwald.de/burglauf/,"82031 Grünwald, Dr. Max Str. 20","[['21,1 km', '10.30 Uhr', '25,00 Euro'], ['10 km', '10.30 Uhr', '15,00 Euro'], ['5 km Jugendlauf', '10.35 Uhr', '9,00 Euro'], ['1,5 km Schülerlauf', '9.20 Uhr', '9,00 Euro'], ['0,5 km Minilauf', '9.00 Uhr', '6,00 Euro']]"
