name,date,website,location,run_info
Usedom-Marathon Wolgast,03.09.2022,www.usedom-marathon.de,"17431 Wolgast, Peene-Stadion  (Start: Swinoujscie, Stadion)","[['42,195 km', '9.00 Uhr', '28,00 - 33,00 Euro'], ['42,195 km Staffel', '9.00 Uhr', '75,00 Euro'], ['21,1 km', '10.30 Uhr', '18,00 - 22,00 Euro']]"
Grand Prix von Prag,03.09.2022,www.runczech.com,"CZ 110 00 Prag, Staroměstské nám., Josefov  (Altstädter Ring)","[['10 km', '19.30 Uhr', '20,00 - 30,00 Euro'], ['10 km Teamlauf', '19.30 Uhr', '20,00 - 30,00 Euro'], ['5 km Frauenlauf', '18.00 Uhr', '20,00 - 30,00 Euro'], ['2 x 5 km Duo-Frauenlauf', '18.00 Uhr', '20,00 - 30,00 Euro']]"
Fränkische Schweiz Marathon Forchheim,03.09.2022,www.fs-marathon.de,"91301 Forchheim, Forchheimer Straße  (Ebermannstadt)","[['0,5 km/ 1 km Bambini/Schüler', '15.45 Uhr/16.00 Uhr', '03.09.2022', '0,00 Euro'], ['4,3 km', '16.30 Uhr', '03.09.2022', '5,00 - 7,00 Euro'], ['42,195 km', '8.35 Uhr', '04.09.2022', '35,00 - 50,00 Euro'], ['Staffel 42,195 km', '8.35 Uhr', '04.09.2022', '45,00 - 65,00 Euro'], ['21,1 km', '9.00 Uhr', '04.09.2022', '22,00 - 35,00 Euro'], ['10 km', '9.10 Uhr', '04.09.2022', '12,00 - 20,00 Euro'], ['22 km Run & Bike Team', '10.45 Uhr', '04.09.2022', '40,00 - 55,00 Euro']]"
Halbmarathon Bochum,04.09.2022,normal.stadtwerke-halbmarathon.de,"44787 Bochum, Kortumstraße  (Bermuda3eck)","[['21,1 km', '9.00 Uhr', '25,00 - 40,00 Euro'], ['21,1 km Staffel', '9.00 Uhr', '40,00 - 60,00 Euro'], ['10 km', '12.00 Uhr', '15,00 - 18,00 Euro'], ['5 km', '12.00 Uhr', '15,00 - 18,00 Euro'], ['2,2 km Schülerlauf', '13.40 Uhr', '0,00 Euro'], ['0,4 km Bambinilauf', '14.00 Uhr', '0,00 Euro']]"
Halbmarathon auf der Kö Düsseldorf,04.09.2022,www.swd-koelauf.de,"40212 Düsseldorf, Corneliusplatz/Königsallee ","[['21,1 km', '9.30 Uhr', '35,00 Euro'], ['10 km', '13.25 Uhr', '19,00 Euro'], ['5 km', '12.40 Uhr', '15,00 Euro'], ['2 km Schülerläufe', '9.00 Uhr/9.15 Uhr', '6,00 Euro'], ['1,1 km Partnerlauf', '12.15 Uhr', '0,00 Euro'], ['0,3 km Bambinilauf', '12.00 Uhr', '0,00 Euro']]"
Babenberglauf Wien,04.09.2022,www.lcc-wien.at,"AT 1020 Wien, Prater Hauptallee/Marathonweg ","[['21,1 km', '', ''], ['15 km', '', ''], ['10 km', '', ''], ['5 km', '', '']]"
Alsterlauf Hamburg,04.09.2022,www.alsterlauf-hamburg.de,"20095 Hamburg, Mönckebergstraße ","[['10 km', '10.00 Uhr', '18,00 - 25,00 Euro'], ['1,2 km Schülerlauf', '10.10 Uhr', '5,00 Euro']]"
Bocholter Halbmarathon,04.09.2022,www.bocholter-halbmarathon.de,"46399 Bocholt, Hemdener Weg 163","[['21,1 km', '10.00 Uhr', '23,00 - 35,00 Euro'], ['1,25 km', '13.00 Uhr', '5,00 Euro']]"
Halbmarathon Berlin-Reinickendorf,04.09.2022,halbmarathon-reinickendorf.de,"13437 Berlin, Eichborndamm 215 (Rathaus Reinickendorf)","[['21,1 km', '9.00 Uhr', '21,00 - 38,00 Euro (Jugend 10,00 - 23,00 Euro)'], ['10 km', '9.20 Uhr', '13,00 - 26,00 Euro  (Jugend 6,00 - 16,00 Euro)'], ['5,6 km', '9.30 Uhr', '12,00 - 25,00 Euro  (Jugend 5,00 - 14,00 Euro)'], ['2,8 km Mini-Halbmarathon', '9.40 Uhr', '4,00 - 13,00 Euro'], ['1,4 km', '9.40 Uhr', '4,00 - 13,00 Euro']]"
Siegener Women's Run,04.09.2022,www.siegener-womensrun.de,"57072  Siegen, Stumme-Loch-Weg 5 (Sieg-Arena)","[['2,2 km', '14.15 Uhr', '25,00 Euro'], ['4,4 km', '14.15 Uhr', '25,00 Euro'], ['6,6 km', '15.45 Uhr', '25,00 Euro']]"
Firmenlauf Neuss,06.09.2022,www.firmenlauf-ne.de,"41460 Neuss, Obertorweg 67 (Rennbahnpark)","[['5 km', '18.00 Uhr', '19,00 Euro zzgl. MwSt.']]"
Firmenlauf Mainz,08.09.2022,www.firmenlaufmainz.de,"55116 Mainz, Bauhofstraße  (zwischen der Großen Bleiche und Hinteren Bleiche)","[['5 km', '18.30 Uhr', '24,00 - 32,00 Euro']]"
Tallinn-Marathon,11.09.2022,www.tallinnmarathon.ee ,"EE 10142 Tallinn, Kaarli puiestee 2","[['42,195 km', '9.00 Uhr', '11.09.2022', '40,00 - 70,00 Euro'], ['21,1 km', '9.00 Uhr', '10.09.2022', '25,00 - 60,00 Euro'], ['10 km', '10.00 Uhr', '10.09.2022', '15,00 - 30,00 Euro'], ['5 km Jugendlauf', '19.00 Uhr', '09.09.2022', '10,00 - 20,00 Euro']]"
Frauenlauf Saarlouis,09.09.2022,www.frauenlauf-saarlouis.de,"66740 Saarlouis, Kaiser-Friedrich-Ring 1 (Nähe Kleiner Markt)","[['6 km', '18.00 Uhr', '18,50 Euro']]"
Berliner Vollmond-Marathon,10.09.2022,www.vollmond-marathon.etzrodt.in,"13629 Berlin, Buolstraße 14 (Sport Centrum Siemensstadt)","[['42,521 km', '17.00 Uhr', '40,00 - 50,00 Euro'], ['21,64 km', '18.00 Uhr', '25,00 - 35,00 Euro']]"
Marathon du Médoc Pauillac,10.09.2022,www.marathondumedoc.com,"FR 33250 Pauillac, D2 ","[['42,195 km', '9.30 Uhr', 'ab 90,00 Euro']]"
Würmersheimer Speckkälblelauf,10.09.2022,www.fvwuermersheim.de,"76448 Durmersheim, Badener Str. 1 (Sportgelände FV Würmersheim)","[['10 km', '10.00 Uhr', '5,00 Euro'], ['5 km /auch Walking', '10.00 Uhr', '5,00 Euro']]"
Tallinn-Marathon,11.09.2022,www.tallinnmarathon.ee ,"EE 10142 Tallinn, Kaarli puiestee 2","[['42,195 km', '9.00 Uhr', '11.09.2022', '40,00 - 70,00 Euro'], ['21,1 km', '9.00 Uhr', '10.09.2022', '25,00 - 60,00 Euro'], ['10 km', '10.00 Uhr', '10.09.2022', '15,00 - 30,00 Euro'], ['5 km Jugendlauf', '19.00 Uhr', '09.09.2022', '10,00 - 20,00 Euro']]"
Sanddornlauf Langeoog-läuft,10.09.2022,www.langeoog-laeuft.de,"26465 Langeoog, Kurstraße 1 (Haus der Insel)","[['21,1 km', '15.00 Uhr', '20,00 Euro'], ['10,55 km', '15.00 Uhr', '16,00 Euro'], ['5 km', '14.00 Uhr', '12,00 Euro'], ['1 km Jugend-Lauf', '13.15 Uhr', '5,00 Euro'], ['0,4 km Bambini-Lauf', '13.00 Uhr', '5,00 Euro']]"
Sri Chinmoy Peace-Mile 6-Stunden-Lauf München,10.09.2022,de.srichinmoyraces.org/6-stunden-lauf-muenchen,"80992 München, Am Kapuzinerhölzl 45-47 (nahe ""The Tent"")","[['beliebig viele km in 6 Stunden /Einzellauf', '10.00 Uhr', '50,00 Euro'], ['beliebig viele km in 6 Stunden /Staffelauf', '10.00 Uhr', '100,00 Euro']]"
7 Meilen-Lauf Platjenwerbe,10.09.2022,www.sgplatjenwerbe.de/de/veranstaltungen/7meilenlauf/informationen/,"27721 Ritterhude, Schulstr. 21 (Dorfgemeinschaftshaus Platjenwerbe)","[['11,2 km /7 Meilen', '16.00 Uhr', '10,00 - 15,00 Euro (Nachmeldung)'], ['5,3 km /3,3 Meilen', '16.00 Uhr', '10,00 - 15,00 Euro (Nachmeldung)'], ['1,6 km /1 Meile', '', '0,00 Euro (Kinder bis 12 Jahre)']]"
Hallstättersee-Rundlauf,11.09.2022,www.hallstatt-seerundlauf.at,"AT 4830 Hallstatt, Lahnstraße 169","[['21,1 km', '9.10 Uhr', 'ab 30,00 Euro']]"
Wolfsburg-Marathon,11.09.2022,wob-marathon.de,"38440 Wolfsburg, Hollerplatz  (Rathausplatz)","[['42,195 km', '10.00 Uhr', '40,00 - 58,00 Euro'], ['21,1 km', '10.30 Uhr', '30,00 - 45,00 Euro'], ['10 km', '13.30 Uhr', '20,00 - 32,00 Euro'], ['5 km', '10.20 Uhr', '17,00 - 26,00 Euro'], ['1 km', '15.00 uhr', '0,00 Euro']]"
Münster-Marathon,11.09.2022,www.volksbank-muenster-marathon.de,"48143 Münster, Schlossplatz ","[['42,195 km', '9.00 Uhr', '59,00 - 79,00 Euro'], ['42,195 km Staffel', '9.15 Uhr', '128,00 Euro'], ['10 km Charity-Lauf', '12.00 Uhr', '15,00 Euro'], ['6,2 km Gesundheitslauf', '13.00 Uhr', '10,00 Euro'], ['1,5 km Kids-Marathon', 'ab 11.30 Uhr', '6,50 Euro']]"
Tallinn-Marathon,11.09.2022,www.tallinnmarathon.ee ,"EE 10142 Tallinn, Kaarli puiestee 2","[['42,195 km', '9.00 Uhr', '11.09.2022', '40,00 - 70,00 Euro'], ['21,1 km', '9.00 Uhr', '10.09.2022', '25,00 - 60,00 Euro'], ['10 km', '10.00 Uhr', '10.09.2022', '15,00 - 30,00 Euro'], ['5 km Jugendlauf', '19.00 Uhr', '09.09.2022', '10,00 - 20,00 Euro']]"
Wolfsburg-Marathon,11.09.2022,wob-marathon.de,"38440 Wolfsburg, Hollerplatz  (Rathausplatz)","[['42,195 km', '10.00 Uhr', '40,00 - 58,00 Euro'], ['21,1 km', '10.30 Uhr', '30,00 - 45,00 Euro'], ['10 km', '13.30 Uhr', '20,00 - 32,00 Euro'], ['5 km', '10.20 Uhr', '17,00 - 26,00 Euro'], ['1 km', '15.00 uhr', '0,00 Euro']]"
Heidelauf Halle,12.06.2022,www.heidelauf-halle.de,"06126 Halle, Am Heidebad 10","[['15 km', '10.00 Uhr', '12.06.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['10 km', '10.00 Uhr', '12.06.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['5 km', '10.00 Uhr', '12.06.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['15 km', '10.00 Uhr', '11.09.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['10 km', '10.00 Uhr', '11.09.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['5 km', '10.00 Uhr', '11.09.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['15 km', '10.00 Uhr', '23.10.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['10 km', '10.00 Uhr', '23.10.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['5 km', '10.00 Uhr', '23.10.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['15 km', '10.00 Uhr', '11.12.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['10 km', '10.00 Uhr', '11.12.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['5 km', '10.00 Uhr', '11.12.2022', '10,00 Euro (Kinder 8,00 Euro)']]"
Great North Run Newcastle upon Tyne,11.09.2022,www.greatrun.org,GB NR1 Newcastle upon Tyne,"[['21,1 km', '10.00 Uhr', '59,00 GBP']]"
Münster-Marathon,11.09.2022,www.volksbank-muenster-marathon.de,"48143 Münster, Schlossplatz ","[['42,195 km', '9.00 Uhr', '59,00 - 79,00 Euro'], ['42,195 km Staffel', '9.15 Uhr', '128,00 Euro'], ['10 km Charity-Lauf', '12.00 Uhr', '15,00 Euro'], ['6,2 km Gesundheitslauf', '13.00 Uhr', '10,00 Euro'], ['1,5 km Kids-Marathon', 'ab 11.30 Uhr', '6,50 Euro']]"
run & roll day Bielefeld,11.09.2022,www.run-and-roll-day.de,"33613 Bielefeld, Ostwestfalendamm ","[['10 km', '', ''], ['5 km', '', ''], ['2,1 km', '', ''], ['0,4 km', '', '']]"
Hallstättersee-Rundlauf,11.09.2022,www.hallstatt-seerundlauf.at,"AT 4830 Hallstatt, Lahnstraße 169","[['21,1 km', '9.10 Uhr', 'ab 30,00 Euro']]"
Wroclaw-Maraton Breslau,11.09.2022,www.wroclawmaraton.pl,"PL 51-612 Breslau, aleja Ignacego Jana Paderewskiego 35","[['42,195 km', '9.00 Uhr', '100,00 - 170,00 PLN']]"
Stadtlauf Jüchen,11.09.2022,www.stadtlauf-juechen.de,"41363 Jüchen, Marktplatz 1","[['21,1 km', '14.00 Uhr', '14,00 Euro'], ['10 km', '14.00 Uhr', '10,00 Euro'], ['5 km Lauf und Walking', '14.00 Uhr', '8,00 Euro'], ['1,5 km Schülerlauf', '14.00 Uhr', '4,00 Euro'], ['0,2 km Kids aktiv Charity Run', '13.00 Uhr', '2,00 Euro']]"
ebm-papst Marathon Niedernhall,11.09.2022,www.ebmpapst-marathon.de,"74676 Niedernhall, Brückenwiesenweg  (Sport- und Schulzentrum)","[['42,195 km', '8.30 Uhr', '28,00 - 38,00 Euro'], ['42,195 km Duo-Marathon', '8.30 Uhr', '41,00 - 51,00 Euro pro Team'], ['21,1 km', '9.25 Uhr', '24,00 - 34,00 Euro'], ['10 km', '9.05 Uhr', '19,00 - 29,00 Euro'], ['23 km Inline-Lauf', '14.45 Uhr', '24,00 - 34,00 Euro'], ['40 km Handbike', '14.00 Uhr', '30,00 - 40,00 Euro']]"
Brückenlauf des ASV Köln,11.09.2022,www.asv-koeln.de/events/obi-bruckenlauf,"50933 Köln, Am Schokoladenmuseum  (Rheinau-Hafen)","[['15,5 km', '10.00 Uhr', '28,00 Euro'], ['5,5 km', '10.00 Uhr', '23,00 Euro']]"
Welser Businessrun,15.09.2022,www.welser-businessrun.at,"AT 4600 Wels, Messeplatz 1 (bei der Messehalle 21)","[['5 km', '19.00 Uhr', '23,00- 28,00 Euro'], ['5 km 3er-Team', '19.00 Uhr', '23,00- 28,00 Euro'], ['3,9 km nordic Walking', '19.10 Uhr', '17,00 - 22,00 Euro']]"
Sunset Museumshafen,16.09.2022,www.sunset-series.de/infos-museumshafen/,"21079 Hamburg, Lotsekai  (Harburger Binnenhafen)","[['5 km/ 10 km/ 15 km Einzellauf', '19.00 Uhr', '15,00 - 20,00 Euro'], ['2 - 4 x 5 km Staffellauf', '19.00 Uhr', '50,00 - 70,00 Euro pro Team']]"
Tiergartenlauf Nürnberg,16.09.2022,tiergartenlauf-nuernberg.de,"90480 Nürnberg, Am Tiergarten 30","[['10 km', '17.45 Uhr', '22,00 Euro'], ['6,6 km', '17.45 Uhr', '22,00 Euro'], ['2,4 km Kinderlauf', '17.05 Uhr', '11,00 Euro'], ['1,2 km Kinderlauf', '16.45 Uhr', '11,00 Euro']]"
Run HAN Hannover,16.09.2022,www.sportscheck.com/event/run/run-hannover/,30159 Hannover,"[['10 km Speed', '21.15 Uhr', '32,00 - 37,00 Euro'], ['10 km', '22.15 Uhr', '32,00 - 37,00 Euro'], ['5 km', '20.00 Uhr', '27,00 - 32,00 Euro'], ['1 km', '19.30 Uhr', '5,00 Euro']]"
Stadtlauf Kaufbeuren,17.09.2022,www.vwew-stadtlauf-kaufbeuren.de,"87600 Kaufbeuren, Kaiser-Max-Straße ","[['10 km', '18.30 Uhr', '20,00 Euro'], ['5 km', '18.30 Uhr', '20,00 Euro'], ['1 km', '', '5,00 Euro'], ['0,5 km', '', '5,00 euro']]"
Elstertal-Marathon Gera,17.09.2022,www.1-sv-gera.de,"07548 Gera, Hofwiesenpark 2 (Hofwiesenbad)","[['42,195 km', '9.00 Uhr', '20,00 - 25,00 Euro'], ['27 km', '9.00 Uhr', '12,00 - 15,00 Euro'], ['15 km', '10.00 Uhr', '10,00 - 12,00 Euro'], ['10 km', '10.00 Uhr', '10,00 - 12,00 Euro'], ['3 x 5 km Staffel', '12.00 Uhr', '50,00 Euro'], ['2 km/ 1 km/ 0,8 km Kinderläufe', 'ab 9.05 Uhr', '2,50 - 3,00 Euro']]"
Sarajevo-Halbmarathon,18.09.2022,sarajevomarathon.ba/en,"BA 71000 Sarajevo, Ferhadija  (Ziel: Susan Sontag Square)","[['21,1 km', '10.00 Uhr', '18.09.2022', '20,50 - 51,50 Euro'], ['21,1 km Staffel', '10.00 Uhr', '18.09.2022', '61,00 - 153,00 Euro'], ['0,35 km', '10.00 Uhr', '17.09.2022', '5,00 Euro']]"
Run & Bike Berlin,17.09.2022,www.run-and-bike-berlin.de,"13467 Berlin, Heidenheimer Str. 13 (Sportplatz)","[['42 km', 'ab 10.00 Uhr', '42,00 - 57,00 Euro'], ['21 km', 'ab 10.00 Uhr', '32,00 - 47,00 Euro'], ['10,5 km', 'ab 10.00 Uhr', '22,00 - 37,00 Euro'], ['5,3 km', 'ab 9.30 Uhr', '14,00 - 27,00 Euro']]"
Stockholm-Halbmarathon,17.09.2022,www.stockholmhalvmarathon.se,"SE 10770 Stockholm, Kungliga slottet  (Königliches Schloss)","[['21,1 km', '15.30 Uhr', '550,00 - 850 SEK']]"
Oslo-Marathon,17.09.2022,www.oslomaraton.no,"NO 0037 Oslo, Radhusplassen 1","[['42,195 km', '9.25 Uhr', '780,00 - 980,00 NOK'], ['21,1 km', '13.30 Uhr', '680,00 - 880,00 NOK'], ['10 km', '16.15 Uhr', '530,00 - 680,00 NOK'], ['73 km Oslo-Triple Marathon, Halbmarathon und 10 km', '9.25 Uhr', '1.730,00 - 2.230,00 NOK']]"
Charity Walk Dieburg,17.09.2022,charitywalk.de,"64807  Dieburg , Auf der Leer 12","[['5 km', '14.30 Uhr', '5,00 (Jugendliche)  - 7,00 Euro (Erwachsene)'], ['2 km Kinderlauf (bis 12 Jahre)', '14.15 Uhr', '0,00 Euro']]"
Rauchwart-Marathon,17.09.2022,www.rauchwart-marathon.at,"AT 7535 Rauchwart, Badesee 202","[['42,195 km', '10.00 Uhr', '39,00 - 69,00 Euro'], ['21,1 km', '10.05 Uhr', '25,00 - 49,00 Euro']]"
Ústi nad Labem-Halbmarathon,17.09.2022,www.runczech.com/en/events/mattoni-usti-nad-labem-half-marathon,"CZ 40100 Ústí nad Labem, Mírové Platz ","[['21,1 km', '15.00 Uhr', '30,00 - 45,00 Euro'], ['21,1 km Staffel', '15.00 Uhr', '155,00 - 195,00 Euro'], ['10 km + 11 km 2Run', '15.00 Uhr', '40,00 - 70,00 Euro'], ['3 km Family Run', '11.00 Uhr', '2,00 - 8,00 Euro']]"
Udine-Halbmarathon,18.09.2022,www.maratoninadiudine.it,"IT 33100 Udine, Viale della Vittoria ","[['21,1 km', '9.30 Uhr', '18,00 - 40,00 Euro']]"
Sydney-Marathon,18.09.2022,sydneyrunningfestival.com.au,"AU NSW 2000 Sydney, Alfred Street South  (Milsons Point)","[['42,195 km', '7.05 Uhr', '116,00 - 175,00 AUD'], ['21,1 km', '6.00 Uhr', '88,00 - 140,00 AUD'], ['10 km', '8.00 Uhr', '48,00 - 85,00 AUD'], ['3,5 km', '9.00 Uhr', '36,00 - 60,00 AUD']]"
Küstenmarathon Otterndorf,18.09.2022,www.kuestenmarathon.de,"21762 Otterndorf, Reichenstraße ","[['42,2 km', '9.00 Uhr', '28,00 - 38,00 Euro (Marathonstaffel 50,00 - 60,00 Euro)'], ['21,1 km', '9.10 Uhr', '20,00 - 30,00 Euro'], ['10 km', '13.00 Uhr', '15,00 - 22,00 Euro'], ['5 km', '11.45 Uhr', '12,00 - 17,00 Euro']]"
Lauf Hückelhoven,18.09.2022,www.wepstrom-lauf.de,"41836 Hückelhoven, Rathausplatz 1","[['42,195 km', '9.00 Uhr', '13,00 Euro'], ['21,1 km', '10.00 Uhr', '13,00 Euro'], ['10 km', '12.40 Uhr', '8,00 Euro'], ['5 km', '11.00 Uhr', '5,00 Euro'], ['4 x 1,47 km', '14.10 Uhr', '14,00 pro Team'], ['4 x 0,34 km', '14.30 Uhr', '6,00 Euro pro Team'], ['1,47 km', '11.25 Uhr', '4,00 Euro'], ['1,13 km', '12.10 Uhr', '3,00 Euro'], ['0,68 km', '11.50 Uhr', '3,00 Euro']]"
Porto-Halbmarathon,18.09.2022,www.meiamaratonadoporto.com,"4150 Porto, Rua do Ouro ","[['21,1 km', '10.00 Uhr', '15,00 - 25,00 Euro']]"
Baden-Marathon Karlsruhe,18.09.2022,www.badenmarathon.de,"76135 Karlsruhe, Hermann-Veit-Straße 3 (Europahalle)","[['42,195 km', '9.30 Uhr', '45,00 - 59,00 Euro'], ['42,195 km TeamMarathon', '9.30 Uhr', 'ab 89,00 Euro'], ['21,1 km', '9.30 Uhr', '35,00 - 49,00 Euro'], ['14 km', '13.00 Uhr', 'ab 20,00 Euro'], ['6 km', '13.30 Uhr', 'ab 20,00 Euro']]"
Schoninger Volkslauf,18.09.2022,sc-schoningen.de/veranstaltungen/sc-volkslauf/,"37170 Uslar-Schoningen, Jahnwiese  (Turnhalle SC Schoningen 04)","[['24,3 km', '10.30 Uhr', '8,00 Euro'], ['11 km', '11.30 Uhr', '8,00 Euro'], ['6 km', '11.15 Uhr', '8,00 Euro'], ['2,3 km', '10.45 Uhr', '3,00 Euro'], ['0,6 km', '10.15 Uhr', '3,00 euro'], ['0,3 km', '10.00 Uhr', '1,00 Euro']]"
Baden-Marathon Karlsruhe,18.09.2022,www.badenmarathon.de,"76135 Karlsruhe, Hermann-Veit-Straße 3 (Europahalle)","[['42,195 km', '9.30 Uhr', '45,00 - 59,00 Euro'], ['42,195 km TeamMarathon', '9.30 Uhr', 'ab 89,00 Euro'], ['21,1 km', '9.30 Uhr', '35,00 - 49,00 Euro'], ['14 km', '13.00 Uhr', 'ab 20,00 Euro'], ['6 km', '13.30 Uhr', 'ab 20,00 Euro']]"
Schoninger Volkslauf,18.09.2022,sc-schoningen.de/veranstaltungen/sc-volkslauf/,"37170 Uslar-Schoningen, Jahnwiese  (Turnhalle SC Schoningen 04)","[['24,3 km', '10.30 Uhr', '8,00 Euro'], ['11 km', '11.30 Uhr', '8,00 Euro'], ['6 km', '11.15 Uhr', '8,00 Euro'], ['2,3 km', '10.45 Uhr', '3,00 Euro'], ['0,6 km', '10.15 Uhr', '3,00 euro'], ['0,3 km', '10.00 Uhr', '1,00 Euro']]"
Sydney-Marathon,18.09.2022,sydneyrunningfestival.com.au,"AU NSW 2000 Sydney, Alfred Street South  (Milsons Point)","[['42,195 km', '7.05 Uhr', '116,00 - 175,00 AUD'], ['21,1 km', '6.00 Uhr', '88,00 - 140,00 AUD'], ['10 km', '8.00 Uhr', '48,00 - 85,00 AUD'], ['3,5 km', '9.00 Uhr', '36,00 - 60,00 AUD']]"
Volkslauf Rund um den Laacher See,18.09.2022,www.laacher-see-lauf.de,"56653 Mendig-Glees, Klosterparkplatz Maria Laach  ","[['10 km', '11.00 Uhr - 11.27 Uhr', '6,00 - 8,00 Euro'], ['5 km', '10.10 - 10.42 Uhr', '5,00 - 6,00 Euro']]"
Langweider Lechlauf,18.09.2022,www.langweider-lechlauf.de,86462 Langweid,"[['11 km', '18.00 Uhr', '10,00 Euro'], ['5,5 km', '16.30 Uhr', '8,00 Euro']]"
Porto-Halbmarathon,18.09.2022,www.meiamaratonadoporto.com,"4150 Porto, Rua do Ouro ","[['21,1 km', '10.00 Uhr', '15,00 - 25,00 Euro']]"
Seenlandmarathon am Brombachsee,18.09.2022,www.seenlandmarathon.de,"91785 Pleinfeld, Volksfestplatz/Stirner Straße ","[['42,195 km', '9.00 Uhr', '35,00 - 55,00 Euro (Staffel 70,00 - 90,00 Euro)'], ['21,1 km /auch Nordic Walking', '11.00 Uhr', '25,00 - 45,00 Euro'], ['5,2 km', '10.00 Uhr', '10,00 - 18,00 Euro']]"
Küstenmarathon Otterndorf,18.09.2022,www.kuestenmarathon.de,"21762 Otterndorf, Reichenstraße ","[['42,2 km', '9.00 Uhr', '28,00 - 38,00 Euro (Marathonstaffel 50,00 - 60,00 Euro)'], ['21,1 km', '9.10 Uhr', '20,00 - 30,00 Euro'], ['10 km', '13.00 Uhr', '15,00 - 22,00 Euro'], ['5 km', '11.45 Uhr', '12,00 - 17,00 Euro']]"
Boitzer Herbstlauf Kirchboitzen,18.09.2022,www.svkirchboitzen.de,"29664 Walsrode, Kirchboitzen 122 (Sportplatz, Dorfgemeinschaftshalle)","[['7 km oder 14 km', '12.50 Uhr', '6,00 Euro'], ['4 x 3,5 km Staffellauf', '12.50 Uhr', '12,00 Euro'], ['1,6 km', '11.50 Uhr', '3,00 Euro'], ['0,8 km', '11.30 Uhr', '3,00 Euro']]"
Gozo Halbmarathon,21.09.2022,www.gozomarathon.org,"MT   Xaghra, Xaghra Square  (Gozo)","[['21,1 km', '8.30 Uhr', '15,00 - 25,00 Euro'], ['10 km', '8.45 Uhr', '15,00 - 25,00 Euro'], ['4 km', '8.30 Uhr', '15,00 - 25,00 Euro'], ['2 km', '8.30 Uhr', '7,00 - 12,00 Euro']]"
Scottish Half Marathon Meadowmill,22.09.2022,www.scottishhalfmarathon.com,GB EH33 1LZ Meadowmill,"[['21,1 km', '11.00 Uhr', '41,00 - 116,00 GBP']]"
B2Run Firmenlauf Köln,22.09.2022,www.b2run.de/run/de/de/koeln/index.html,"50933 Köln, Aachener Str. 999 (Rhein-Energie-Stadion)","[['5,4 km', '16.30 Uhr', '24,90 - 30,90 Euro']]"
Spreewald-Marathon Burg,23.09.2022,spreewaldmarathon.de/wpswm/,"03096 Burg, Bahnhofstraße 10 (Grundschule)","[['0,4 km Kinderlauf Lübbenau', '10.20 Uhr', '23.09.2022', '0,00 Euro']]"
Ludwigsburger Meile,24.09.2022,www.djkludwigsburg.de/index.php,"71640 Ludwigsburg, Corneliusstraße 48 (DJK Ludwigsburg)","[['10 km', '16.00 Uhr', '18,00 Euro (inkl. 3,00 Euro Verzehrgutschein)'], ['5 km', '16.00 Uhr', '15,00 Euro (inkl. 3,00 Euro Verzehrgutschein)']]"
Brauereienlauf durch die Fränkische Toskana Litzendorf,24.09.2022,www.brauereienlauf.de,"96123 Litzendorf, Tanzwiesenweg ","[['42,195 km', '10.00 Uhr', '50,00 - 90,00 Euro'], ['42,195 km Staffel', '10.00 Uhr', '99,00 - 160,00 Euro'], ['21,1 km', '11.00 Uhr', '40,00 - 75,00 Euro'], ['10 km', '11.30 Uhr', '15,00 - 25,00 Euro'], ['1 km', '9.00 Uhr', '8,00 Euro'], ['0,5 km', '9.00 Uhr', '8,00 Euro']]"
Route du Vin Halbmarathon Remich,25.09.2022,www.routeduvin.lu,LU 2953 Remich,"[['21,1 km', '15.00 Uhr', '25,00 - 37,00 Euro'], ['1,5 km', '15.20 Uhr', '0,00 - 3,00 Euro'], ['0,7 km', '15.10 Uhr', '0,00 - 3,00 Euro']]"
